,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
1954,CG,11,11,11,11,11,10,10,1,1,1
1955,CG,10,10,10,10,11,11,11,2,2,2
1956,CG,11,11,11,10,10,10,10,1,1,1
1957,CG,10,10,10,10,10,10,10,1,2,1
1958,CG,10,11,11,11,11,11,11,2,1,2
1959,CG,10,10,10,10,10,10,10,1,2,1
1960,CG,10,11,11,10,10,10,10,1,1,1
1961,CG,11,11,11,11,11,11,11,2,2,2
1962,CG,11,10,10,10,10,11,10,1,2,2
1963,CG,11,11,11,11,11,11,11,2,2,2
1964,CG,10,10,10,10,10,11,10,1,1,1
1965,CG,10,10,10,10,10,10,10,1,1,1
1966,CG,11,11,11,11,11,11,11,2,2,2
1967,CG,11,11,11,10,10,10,11,1,1,1
1968,CG,11,11,11,11,11,11,11,2,1,1
1969,CG,10,11,11,10,10,10,10,1,2,1
1970,CG,11,11,11,11,11,11,11,2,2,2
1971,CG,10,10,10,10,10,10,10,1,1,1
1972,CG,11,11,11,10,10,10,10,1,2,1
1973,CG,10,11,11,10,10,10,11,2,2,2
1974,CG,11,11,11,11,11,11,11,1,2,1
1975,CG,10,11,11,10,10,10,11,2,1,1
1976,CG,10,11,11,11,11,10,10,1,2,2
1977,CG,10,10,10,10,10,11,11,2,2,2
1978,CG,11,11,11,11,11,10,11,1,1,1
1979,CG,11,11,11,11,11,11,11,1,1,1
1980,CG,10,11,11,10,10,11,11,1,0,1
1981,CG,11,11,11,11,11,11,11,2,3,2
1982,CG,11,11,11,11,11,11,11,1,1,1
1983,CG,10,10,10,10,10,10,10,1,2,2
1984,CG,11,11,11,11,11,11,11,2,2,2
1985,CG,11,10,10,10,10,10,10,1,1,1
1986,CG,10,10,10,10,10,10,10,1,1,1
1987,CG,11,11,11,11,11,11,11,2,2,2
1988,CG,10,10,10,10,10,10,10,1,2,1
1989,CG,11,11,11,11,11,11,11,1,1,1
1990,CG,10,10,10,10,10,10,11,2,1,2
1991,CG,10,11,11,11,10,10,10,1,2,1
1992,CG,11,11,11,11,11,11,11,2,2,2
1993,CG,10,11,11,10,10,10,11,2,1,1
1994,CG,11,11,11,11,11,11,11,2,2,2
1995,CG,10,11,11,10,10,10,10,1,1,1
1996,CG,10,10,10,10,10,11,11,2,3,2
1997,CG,11,11,11,11,11,11,11,2,2,2
1998,CG,11,11,11,10,10,10,10,1,1,1
1999,CG,10,10,10,10,10,10,11,2,1,2
2000,CG,11,10,10,11,11,11,11,1,2,1
2001,CG,10,11,11,10,10,11,11,2,2,2
2002,CG,11,11,11,11,11,10,11,1,1,1
2003,CG,10,10,10,10,10,11,11,1,2,1
2004,CG,11,11,11,11,11,11,11,2,1,2
2005,CG,11,11,11,11,11,10,10,1,2,1
2006,CG,10,11,11,10,11,11,11,2,0,1
2007,CG,11,11,11,11,10,10,10,2,3,2
2008,CG,10,11,10,11,11,11,11,2,2,2
2009,CG,11,11,11,10,10,10,10,1,1,1
2010,CG,10,11,11,11,11,11,11,2,0,1
2011,CG,11,11,11,10,10,10,10,1,2,2
