,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
1889,CG,96255232,849290923,1596485282,19483672922.0,313927.87,6,6,309320.03,11966564053,12209333155,101510729,46338000,21974437999.0,98966223,197000000000.0,803813312,1626633561,211000000000.0,22271975682.0,250991408,234267068,432000000000.0,197000000000.0,28.73,181.99,210.72
1890,CG,97891821,800014789,1609161565,21602181809.0,308116.49,2,2,312574.05,10475600876,11853286890,97566426,43940941,18870535956.0,95664649,197000000000.0,871398824,1587926578,212000000000.0,18671983199.0,252758603,235858854,434000000000.0,197000000000.0,29.13,181.54,210.67
1891,CG,98049897,791297396,1615622199,21761363936.0,310621.95,7,7,310846.19,11800781564,12242950162,99090225,46621695,22301370437.0,98921000,198000000000.0,812310371,1630440430,213000000000.0,21967511366.0,253483261,236620118,436000000000.0,199000000000.0,29.33,183.42,212.75
1892,CG,96391381,853926670,1580281200,18642228836.0,312268.48,4,4,314017.01,10436053660,11980973931,97788100,44536037,19630616306.0,97221102,200000000000.0,852721905,1618859752,215000000000.0,20600495756.0,256065791,238425222,437000000000.0,199000000000.0,29.48,183.78,213.26
1893,CG,98236910,795635650,1636894400,22228529404.0,312940.2,3,3,311146.59,11808618120,12158365254,99622701,45182491,21318913444.0,97766577,195000000000.0,831154351,1590464156,210000000000.0,20561719000.0,251145876,234967516,434000000000.0,197000000000.0,29.25,182.34,211.59
1894,CG,95649534,835619123,1592010438,19212714207.0,310701.77,4,4,308942.65,11936267908,11980015886,99498848,46008576,21933476736.0,97386670,196000000000.0,801990771,1623998365,211000000000.0,21817093432.0,250749533,234025904,431000000000.0,196000000000.0,28.83,181.34,210.17000000000002
1895,CG,97480211,801152686,1585948555,20991021156.0,309585.28,2,2,311967.55,10317928461,11794906023,96516713,43513000,19128952970.0,96404019,198000000000.0,877174268,1585191870,214000000000.0,18921957723.0,255646228,238844452,440000000000.0,200000000000.0,29.25,184.16,213.41
1896,CG,102232855,802307552,1647022997,22199815408.0,315055.34,2,2,314425.19,12003986475,12157313088,102103864,48096140,22283289708.0,100730532,198000000000.0,815379944,1625326098,213000000000.0,22242576529.0,253165979,236041316,435000000000.0,198000000000.0,24.17,182.08,206.25
1897,CG,95292424,848594060,1568191919,18745471918.0,310758.12,3,3,311932.2,10561618844,11846885360,98176478,44014055,19804558587.0,96392768,198000000000.0,835829320,1613336532,212000000000.0,20769420463.0,252262455,234888766,432000000000.0,198000000000.0,29.34,182.67,212.01
1898,CG,97323811,794320262,1613058316,21544540861.0,311355.01,2,2,311837.63,11776364635,11716939864,97834495,43777686,20695435200.0,96340889,198000000000.0,853066631,1600923741,214000000000.0,19809601823.0,255767815,239351574,441000000000.0,199000000000.0,29.7,183.72,213.42
