,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
6616,MG,80652125,206888856,2408513592,43879423694.0,354994.61,57,57,357511.19,17691712482,20838036524,79599461,53304602,44190413596.0,75923993,227000000000.0,229335457,2743316740,246000000000.0,44000231141.0,300627097,280938714,501000000000.0,233000000000.0,34.41,239.12,273.53
6617,MG,98142340,196228210,2259645844,44491492579.0,361552.83,2568,2622,360491.97,21120512911,16940213268,93223823,61429667,44202305850.0,94111014,229000000000.0,194611447,2241940696,250000000000.0,43750490602.0,293984388,273868658,501000000000.0,233000000000.0,35.33,231.54,266.87
6618,MG,105668505,257415956,3321622867,51212242607.0,346904.74,4923,4906,333842.36,22818255755,22513418581,113234651,76897689,51336034515.0,109605883,213000000000.0,222706254,2985170863,230000000000.0,51587079007.0,269529564,249105794,444000000000.0,207000000000.0,30.33,210.52,240.85000000000002
6619,MG,97408774,153884767,1910034943,41971487410.0,329495.31,4498,4517,342395.83,19244364996,17025110221,93965514,59538199,44232263530.0,88859756,223000000000.0,179787320,2271109691,240000000000.0,43581044194.0,291017136,273265916,493000000000.0,227000000000.0,32.82,229.49,262.31
6620,MG,109929332,189944332,2736656274,52596816351.0,351659.24,5034,5031,348184.96,24350653621,18312321472,125159242,77875665,50904684477.0,116017174,230000000000.0,188947331,2492986358,244000000000.0,50894948823.0,285359493,267413370,495000000000.0,232000000000.0,31.77,230.28,262.05
6621,MG,88651771,221633995,2749100333,44952887088.0,358873.75,4776,4793,358647.89,17593196598,22916039288,84700968,61110339,45467609836.0,85087802,229000000000.0,240118670,3049980886,245000000000.0,45158837727.0,291848410,270031930,476000000000.0,220000000000.0,32.37,226.65,259.02
6622,MG,110365856,173395880,2195071890,46292957830.0,338474.55,4800,4753,342138.39,22371425888,16632583375,112875071,69276196,47200628202.0,106975433,223000000000.0,180771327,2234160814,240000000000.0,46437585159.0,283401478,265300350,485000000000.0,226000000000.0,32.69,224.97,257.65999999999997
6623,MG,108206018,236640230,3122267732,52739803365.0,338928.07,4808,4849,334069.75,24382632764,20653236413,119893495,77090864,53404630741.0,117400328,219000000000.0,200592887,2849781050,237000000000.0,53648103763.0,279863690,262666810,486000000000.0,228000000000.0,32.38,228.01,260.39
6624,MG,94814891,182625488,2278723027,44716877008.0,355742.46,4701,4675,349164.16,18344578501,18473502951,95058184,62933037,44130350307.0,93021208,220000000000.0,210328624,2485604650,239000000000.0,44505635839.0,289135803,270158938,482000000000.0,224000000000.0,32.63,229.91,262.54
6625,MG,118402985,193082302,2405846502,49272975569.0,347322.91,4831,4850,359565.78,24245807344,17802783350,122633191,72412847,48762371901.0,109617551,235000000000.0,195652464,2437733147,253000000000.0,48879045094.0,298226478,278363344,507000000000.0,237000000000.0,32.29,234.13,266.42
